,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,Unnamed: 31,Status
721,City Hotel,120,2017,August,34,23,0,2,1,0,0,BB,USA,Direct,Direct,0,0,0,E,E,3,No Deposit,14.0,,0,Transient,180.0,0,2,Check-Out,25/8/2017,,Not Cancel
722,City Hotel,155,2017,August,34,21,1,3,2,1,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,141.5,1,1,Check-Out,25/8/2017,,Not Cancel
723,City Hotel,115,2017,August,34,20,2,3,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,3,No Deposit,98.0,,0,Transient-Party,115.0,0,0,Check-Out,25/8/2017,,Cancel
724,City Hotel,184,2017,August,34,22,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,130.5,1,2,Check-Out,25/8/2017,,Not Cancel
725,City Hotel,184,2017,August,34,22,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,121.5,1,2,Check-Out,25/8/2017,,Not Cancel
726,City Hotel,2,2017,August,34,24,0,1,1,0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,107.1,0,0,Check-Out,25/8/2017,,Not Cancel
727,City Hotel,2,2017,August,34,24,0,1,1,0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,107.1,0,0,Check-Out,25/8/2017,,Not Cancel
728,City Hotel,4,2017,August,34,22,0,3,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,98.4,0,1,Check-Out,25/8/2017,,Not Cancel
729,City Hotel,7,2017,August,34,23,0,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,196.5,0,1,Check-Out,25/8/2017,,Not Cancel
730,City Hotel,3,2017,August,34,24,0,1,1,1,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,119.0,0,1,Check-Out,25/8/2017,,Not Cancel
731,City Hotel,0,2017,August,34,24,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,148.0,0,1,Check-Out,25/8/2017,,Not Cancel
732,City Hotel,108,2017,August,34,20,2,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.5,0,0,Check-Out,25/8/2017,,Not Cancel
733,City Hotel,96,2017,August,34,21,1,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,168.0,,0,Transient,89.1,0,0,Check-Out,25/8/2017,,Not Cancel
734,City Hotel,29,2017,August,34,24,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,111.2,0,1,Check-Out,25/8/2017,,Not Cancel
735,City Hotel,29,2017,August,34,24,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,111.2,0,1,Check-Out,25/8/2017,,Not Cancel
736,City Hotel,40,2017,August,34,21,1,3,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,99.6,0,1,Check-Out,25/8/2017,,Cancel
737,City Hotel,117,2017,August,34,22,0,3,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,98.0,,0,Transient-Party,115.0,0,0,Check-Out,25/8/2017,,Not Cancel
738,City Hotel,173,2017,August,33,18,2,5,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.93,0,2,Check-Out,25/8/2017,,Not Cancel
739,City Hotel,210,2017,August,33,18,2,5,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.51,0,3,Check-Out,25/8/2017,,Cancel
740,City Hotel,30,2017,August,34,23,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.5,0,1,Check-Out,25/8/2017,,Cancel
741,City Hotel,95,2017,August,34,21,1,3,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,80.1,0,1,Check-Out,25/8/2017,,Not Cancel
742,City Hotel,2,2017,August,34,24,0,1,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient-Party,130.0,0,0,Check-Out,25/8/2017,,Cancel
743,City Hotel,182,2017,August,34,22,0,3,2,2,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,159.0,,0,Transient,173.73,0,1,Check-Out,25/8/2017,,Not Cancel
744,City Hotel,118,2017,August,34,20,2,3,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,71.1,0,0,Check-Out,25/8/2017,,Not Cancel
745,City Hotel,141,2017,August,34,23,0,2,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,150.0,0,2,Check-Out,25/8/2017,,Not Cancel
746,City Hotel,115,2017,August,34,20,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98.0,,0,Transient-Party,115.0,0,0,Check-Out,25/8/2017,,Cancel
747,City Hotel,211,2017,August,34,23,0,2,2,1,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,135.0,0,3,Check-Out,25/8/2017,,Not Cancel
748,City Hotel,263,2017,August,34,22,0,3,2,2,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,83.0,,0,Transient,168.0,0,1,Check-Out,25/8/2017,,Cancel
749,City Hotel,211,2017,August,34,23,0,2,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient-Party,99.0,0,2,Check-Out,25/8/2017,,Not Cancel
750,City Hotel,164,2017,August,33,18,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,168.0,,0,Transient,89.1,0,0,Check-Out,25/8/2017,,Not Cancel
751,City Hotel,1,2017,August,34,24,0,1,2,1,0,BB,PRT,Complementary,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,0.0,0,3,Check-Out,25/8/2017,,Cancel
752,City Hotel,41,2017,August,34,22,0,3,2,1,0,SC,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,152.67,0,1,Check-Out,25/8/2017,,Cancel
753,City Hotel,142,2017,August,34,24,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,150.0,0,2,Check-Out,25/8/2017,,Cancel
754,City Hotel,2,2017,August,34,24,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,423.0,,0,Transient,113.98,0,1,Check-Out,25/8/2017,,Cancel
755,City Hotel,23,2017,August,34,23,0,2,3,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,189.5,0,1,Check-Out,25/8/2017,,Not Cancel
756,City Hotel,141,2017,August,34,23,0,2,2,0,0,HB,USA,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,186.0,0,2,Check-Out,25/8/2017,,Not Cancel
757,City Hotel,37,2017,August,34,24,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,1,Check-Out,25/8/2017,,Cancel
758,City Hotel,141,2017,August,34,23,0,2,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,150.0,0,2,Check-Out,25/8/2017,,Not Cancel
759,City Hotel,142,2017,August,34,24,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,150.0,0,2,Check-Out,25/8/2017,,Cancel
760,City Hotel,142,2017,August,34,24,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,D,E,1,No Deposit,14.0,,0,Transient,150.0,0,2,Check-Out,25/8/2017,,Cancel
761,City Hotel,141,2017,August,34,23,0,2,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,150.0,0,2,Check-Out,25/8/2017,,Not Cancel
762,City Hotel,63,2017,August,34,23,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,8.0,,0,Transient,139.0,0,1,Check-Out,25/8/2017,,Cancel
763,City Hotel,163,2017,August,34,24,0,1,2,0,0,BB,TUR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,168.0,,0,Transient,80.1,0,0,Check-Out,25/8/2017,,Not Cancel
764,City Hotel,96,2017,August,34,21,1,3,1,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98.0,,0,Transient-Party,115.0,0,0,Check-Out,25/8/2017,,Not Cancel
765,City Hotel,139,2017,August,34,20,2,3,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,1,Check-Out,25/8/2017,,Cancel
766,City Hotel,181,2017,August,34,21,1,3,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,101.75,0,1,Check-Out,25/8/2017,,Cancel
767,City Hotel,116,2017,August,34,20,2,3,1,0,0,SC,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,22.0,,0,Transient,67.15,0,1,Check-Out,25/8/2017,,Not Cancel
768,City Hotel,155,2017,August,34,20,2,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,141.0,1,1,Check-Out,25/8/2017,,Not Cancel
769,City Hotel,115,2017,August,34,20,2,3,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,98.0,,0,Transient-Party,125.0,0,0,Check-Out,25/8/2017,,Cancel
770,City Hotel,168,2017,August,34,20,2,3,2,0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,1,Check-Out,25/8/2017,,Cancel
771,City Hotel,196,2017,August,34,21,1,3,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,3,Check-Out,25/8/2017,,Cancel
772,City Hotel,177,2017,August,34,23,0,2,2,2,0,BB,AUT,Direct,Direct,0,0,0,F,F,0,No Deposit,14.0,,0,Transient,230.0,0,0,Check-Out,25/8/2017,,Cancel
773,City Hotel,0,2017,August,34,24,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,128.0,0,1,Check-Out,25/8/2017,,Not Cancel
774,City Hotel,6,2017,August,34,23,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,100.0,0,1,Check-Out,25/8/2017,,Not Cancel
775,City Hotel,115,2017,August,34,20,2,3,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98.0,,0,Transient-Party,115.0,0,1,Check-Out,25/8/2017,,Not Cancel
776,City Hotel,181,2017,August,34,21,1,3,2,0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1,Check-Out,25/8/2017,,Cancel
777,City Hotel,115,2017,August,34,21,1,3,2,1,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,195.0,0,3,Check-Out,25/8/2017,,Not Cancel
778,City Hotel,48,2017,August,34,22,0,3,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,83.0,,0,Transient,116.99,0,0,Check-Out,25/8/2017,,Cancel
779,City Hotel,55,2017,August,34,20,2,3,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,2,No Deposit,98.0,,0,Transient-Party,115.0,0,0,Check-Out,25/8/2017,,Not Cancel
780,City Hotel,121,2017,August,33,19,2,4,2,0,0,BB,CHL,Direct,Direct,0,0,0,A,A,4,No Deposit,14.0,,0,Transient,114.75,0,1,Check-Out,25/8/2017,,Not Cancel
781,City Hotel,8,2017,August,34,23,0,2,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.5,0,0,Check-Out,25/8/2017,,Not Cancel
782,City Hotel,234,2017,August,34,22,0,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,80.1,0,1,Check-Out,25/8/2017,,Not Cancel
783,City Hotel,109,2017,August,34,20,2,4,2,0,1,BB,COL,Direct,Direct,0,0,0,B,B,2,No Deposit,14.0,,0,Transient-Party,146.25,0,2,Check-Out,26/8/2017,,Not Cancel
784,City Hotel,110,2017,August,34,20,2,4,2,0,0,BB,COL,Direct,Direct,0,0,0,B,B,3,No Deposit,14.0,,0,Transient-Party,146.25,0,1,Check-Out,26/8/2017,,Not Cancel
785,City Hotel,205,2017,August,34,25,0,1,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,99.0,0,0,Check-Out,26/8/2017,,Cancel
786,City Hotel,5,2017,August,34,22,0,4,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,155.61,0,2,Check-Out,26/8/2017,,Not Cancel
787,City Hotel,121,2017,August,34,23,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,95.0,0,1,Check-Out,26/8/2017,,Not Cancel
788,City Hotel,39,2017,August,34,22,0,4,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,134.5,0,1,Check-Out,26/8/2017,,Cancel
789,City Hotel,95,2017,August,33,19,2,5,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,98.0,,0,Transient-Party,125.0,0,1,Check-Out,26/8/2017,,Not Cancel
790,City Hotel,34,2017,August,34,23,0,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,153.0,0,1,Check-Out,26/8/2017,,Cancel
791,City Hotel,230,2017,August,34,21,1,4,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,2,Check-Out,26/8/2017,,Cancel
792,City Hotel,159,2017,August,34,22,0,4,3,0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,83.0,,0,Transient,111.6,0,0,Check-Out,26/8/2017,,Not Cancel
793,City Hotel,186,2017,August,33,19,2,5,2,2,0,BB,AUT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,218.43,0,0,Check-Out,26/8/2017,,Not Cancel
794,City Hotel,193,2017,August,34,23,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,126.0,0,1,Check-Out,26/8/2017,,Cancel
795,City Hotel,121,2017,August,34,20,2,4,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,100.0,0,1,Check-Out,26/8/2017,,Not Cancel
796,City Hotel,116,2017,August,34,21,1,4,2,0,0,HB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,176.0,0,0,Check-Out,26/8/2017,,Cancel
797,City Hotel,22,2017,August,34,24,0,2,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.5,0,1,Check-Out,26/8/2017,,Cancel
798,City Hotel,33,2017,August,34,22,0,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,201.75,0,1,Check-Out,26/8/2017,,Not Cancel
799,City Hotel,2,2017,August,34,25,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,K,0,No Deposit,,,0,Transient,170.0,0,3,Check-Out,26/8/2017,,Not Cancel
800,City Hotel,42,2017,August,34,26,0,1,2,0,0,BB,PRT,Online TA,Direct,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,170.0,0,3,Check-Out,27/8/2017,,Cancel
801,City Hotel,111,2017,August,34,20,2,4,2,0,0,BB,CHN,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,160.0,0,2,Check-Out,26/8/2017,,Not Cancel
802,City Hotel,111,2017,August,34,20,2,4,2,0,0,BB,CHN,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,160.0,0,3,Check-Out,26/8/2017,,Not Cancel
803,City Hotel,111,2017,August,34,24,0,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,195.0,0,2,Check-Out,26/8/2017,,Cancel
804,City Hotel,111,2017,August,34,24,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,125.0,0,1,Check-Out,26/8/2017,,Cancel
805,City Hotel,95,2017,August,34,20,2,4,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98.0,,0,Transient-Party,125.0,0,0,Check-Out,26/8/2017,,Not Cancel
806,City Hotel,217,2017,August,34,21,1,4,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,5,Check-Out,26/8/2017,,Cancel
807,City Hotel,191,2017,August,34,22,0,4,3,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,162.0,0,1,Check-Out,26/8/2017,,Cancel
808,City Hotel,11,2017,August,34,24,0,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,148.5,1,0,Check-Out,26/8/2017,,Not Cancel
809,City Hotel,114,2017,August,34,23,0,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,1,Check-Out,26/8/2017,,Cancel
810,City Hotel,18,2017,August,34,24,0,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,178.5,0,2,Check-Out,26/8/2017,,Cancel
811,City Hotel,179,2017,August,34,21,1,4,2,1,0,BB,BEL,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,165.0,0,1,Check-Out,26/8/2017,,Not Cancel
812,City Hotel,98,2017,August,34,20,2,4,1,0,0,BB,AUS,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,150.0,0,0,Check-Out,26/8/2017,,Not Cancel
813,City Hotel,46,2017,August,34,23,0,3,1,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,7.0,,0,Transient,98.4,0,1,Check-Out,26/8/2017,,Cancel
814,City Hotel,198,2017,August,34,22,0,4,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,Check-Out,26/8/2017,,Not Cancel
815,City Hotel,179,2017,August,34,21,1,4,2,1,0,BB,BEL,Direct,Direct,0,0,0,E,D,0,No Deposit,14.0,,0,Transient,139.0,0,1,Check-Out,26/8/2017,,Not Cancel
816,City Hotel,159,2017,August,34,22,0,4,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,1,Check-Out,26/8/2017,,Cancel
817,City Hotel,148,2017,August,34,21,1,4,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,83.0,,0,Transient,142.2,0,1,Check-Out,26/8/2017,,Cancel
818,City Hotel,35,2017,August,34,22,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,131.8,0,1,Check-Out,26/8/2017,,Cancel
819,City Hotel,38,2017,August,34,22,0,4,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,134.5,0,1,Check-Out,26/8/2017,,Cancel
820,City Hotel,196,2017,August,33,19,2,5,2,0,0,HB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.79,0,3,Check-Out,26/8/2017,,Cancel
821,City Hotel,163,2017,August,34,23,0,3,2,2,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,200.0,0,1,Check-Out,26/8/2017,,Not Cancel
822,City Hotel,6,2017,August,34,25,0,1,2,1,0,BB,PRT,Corporate,Corporate,0,0,0,D,E,0,No Deposit,,492.0,0,Transient,169.0,0,1,Check-Out,26/8/2017,,Not Cancel
823,City Hotel,12,2017,August,34,24,0,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,148.5,1,0,Check-Out,26/8/2017,,Not Cancel
824,City Hotel,152,2017,August,34,20,2,4,2,1,0,BB,CYP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,148.5,0,2,Check-Out,26/8/2017,,Not Cancel
825,City Hotel,95,2017,August,33,19,2,5,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,4,No Deposit,98.0,,0,Transient-Party,115.0,0,0,Check-Out,26/8/2017,,Not Cancel
826,City Hotel,117,2017,August,34,21,1,4,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,394.0,,0,Transient,80.1,0,0,Check-Out,26/8/2017,,Not Cancel
827,City Hotel,162,2017,August,34,21,1,4,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,148.5,0,0,Check-Out,26/8/2017,,Not Cancel
828,City Hotel,181,2017,August,33,19,2,5,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient-Party,124.59,0,0,Check-Out,26/8/2017,,Not Cancel
829,City Hotel,70,2017,August,34,24,0,2,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,199.0,0,2,Check-Out,26/8/2017,,Cancel
830,City Hotel,178,2017,August,34,22,0,4,3,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,162.0,0,2,Check-Out,26/8/2017,,Not Cancel
831,City Hotel,43,2017,August,34,25,0,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,3,Check-Out,26/8/2017,,Cancel
832,City Hotel,165,2017,August,34,25,0,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,0,Check-Out,26/8/2017,,Cancel
833,City Hotel,32,2017,August,34,24,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.5,0,1,Check-Out,26/8/2017,,Cancel
834,City Hotel,215,2017,August,34,25,0,1,2,2,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,14.0,,0,Transient,215.0,0,0,Check-Out,26/8/2017,,Cancel
835,City Hotel,63,2017,August,34,23,0,3,1,0,0,BB,CHE,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,119.4,0,0,Check-Out,26/8/2017,,Not Cancel
836,City Hotel,58,2017,August,34,24,0,2,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,138.0,0,1,Check-Out,26/8/2017,,Cancel
837,City Hotel,159,2017,August,34,22,0,4,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,83.0,,0,Transient,104.4,0,0,Check-Out,26/8/2017,,Not Cancel
838,City Hotel,124,2017,August,34,20,2,4,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,125.0,0,2,Check-Out,26/8/2017,,Cancel
839,City Hotel,124,2017,August,34,20,2,4,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,172.5,0,3,Check-Out,26/8/2017,,Cancel
840,City Hotel,114,2017,August,33,19,2,5,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98.0,,0,Transient-Party,115.0,0,0,Check-Out,26/8/2017,,Not Cancel
841,City Hotel,215,2017,August,34,25,0,1,2,3,0,BB,GBR,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,,0,Transient,245.0,0,1,Check-Out,26/8/2017,,Cancel
842,City Hotel,181,2017,August,33,19,2,5,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient-Party,218.43,0,1,Check-Out,26/8/2017,,Cancel
843,City Hotel,115,2017,August,34,20,2,4,1,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98.0,,0,Transient-Party,115.0,0,2,Check-Out,26/8/2017,,Not Cancel
844,City Hotel,101,2017,August,34,20,2,4,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,135.0,0,1,Check-Out,26/8/2017,,Cancel
845,City Hotel,143,2017,August,34,23,0,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Transient,155.0,0,1,Check-Out,27/8/2017,,Cancel
846,City Hotel,261,2017,August,34,24,0,3,3,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,119.0,0,1,Check-Out,27/8/2017,,Not Cancel
847,City Hotel,18,2017,August,34,23,0,4,2,0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,134.75,0,1,Check-Out,27/8/2017,,Cancel
848,City Hotel,103,2017,August,34,21,1,5,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,117.8,0,1,Check-Out,27/8/2017,,Not Cancel
849,City Hotel,457,2017,August,34,25,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,122.4,0,1,Check-Out,27/8/2017,,Cancel
850,City Hotel,457,2017,August,34,25,0,2,1,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,23.0,0,1,Check-Out,27/8/2017,,Cancel
851,City Hotel,457,2017,August,34,25,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,122.4,0,1,Check-Out,27/8/2017,,Cancel
852,City Hotel,28,2017,August,34,24,0,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,163.0,0,2,Check-Out,27/8/2017,,Not Cancel
